swr_factor,k_min,par_id
1.148,1.306e-06,p4568
1.289,1.986e-06,p4569
1.382,5.428e-07,p4570
1.917,6.512e-06,p4571
1.655,6.199e-06,p4572
1.277,1.807e-06,p4573
1.251,8.721e-06,p4574
1.881,1.521e-06,p4575
1.905,4.139e-06,p4576
1.799,9.573e-06,p4577
1.575,9.66e-06,p4578
1.403,7.599e-06,p4579
1.093,8.553e-06,p4580
1.656,8.699e-06,p4581
0.7196,2.864e-06,p4582
1.801,1.577e-06,p4583
1.514,7.217e-06,p4584
1.853,6.272e-07,p4585
1.286,5.969e-06,p4586
0.9429,2.699e-06,p4587
1.508,3.723e-06,p4588
1.464,1.894e-06,p4589
0.5115,8.476e-06,p4590
0.8663,8.93e-06,p4591
0.7057,2.217e-06,p4592
0.9119,9.261e-06,p4593
1.116,2.472e-06,p4594
1.575,1.207e-06,p4595
1.377,3.269e-06,p4596
0.6023,2.114e-06,p4597
1.417,8.65e-06,p4598
0.5676,5.861e-06,p4599
1.979,9.529e-06,p4600
1.306,2.776e-06,p4601
1.362,9.428e-06,p4602
1.48,4.94e-06,p4603
0.6714,6.148e-06,p4604
1.574,5.873e-06,p4605
1.973,4.371e-06,p4606
1.36,5.354e-06,p4607
0.7655,9.887e-06,p4608
1.361,1.765e-06,p4609
1.17,4.494e-06,p4610
1.081,8.692e-06,p4611
1.675,8.62e-06,p4612
1.522,8.823e-06,p4613
1.96,9.898e-06,p4614
1.454,8.1e-06,p4615
1.604,9.58e-06,p4616
1.969,8.133e-06,p4617
1.328,4.171e-06,p4618
0.7321,3.471e-06,p4619
0.5606,9.957e-06,p4620
1.277,2.037e-06,p4621
1.065,2.994e-06,p4622
1.745,2.477e-06,p4623
1.126,8.595e-06,p4624
1.097,3.772e-07,p4625
1.337,7.466e-06,p4626
1.464,8.57e-06,p4627
1.555,9.669e-06,p4628
0.7087,7.344e-06,p4629
0.5388,1.161e-06,p4630
1.71,5.334e-06,p4631
1.832,2.903e-07,p4632
1.921,5.436e-06,p4633
1.033,2.053e-06,p4634
0.899,5.708e-06,p4635
1.996,2.732e-07,p4636
1.675,1.234e-06,p4637
1.917,7.912e-06,p4638
0.9806,5.544e-06,p4639
0.9676,3.324e-07,p4640
1.872,3.699e-06,p4641
1.986,6.956e-06,p4642
0.8614,8.06e-06,p4643
1.45,8.827e-06,p4644
1.201,8.826e-06,p4645
0.6331,4.841e-07,p4646
1.505,8.2e-06,p4647
0.998,8.594e-06,p4648
0.7226,8.714e-06,p4649
0.7719,1.591e-06,p4650
1.49,4.995e-06,p4651
1.683,6.41e-06,p4652
0.7909,3.358e-07,p4653
0.7577,2.781e-06,p4654
1.66,7.106e-06,p4655
1.839,1.638e-06,p4656
1.082,8.27e-06,p4657
1.85,4.121e-06,p4658
1.142,8.698e-06,p4659
0.6665,9.883e-06,p4660
1.353,6.438e-06,p4661
1.27,8.708e-06,p4662
1.627,6.316e-06,p4663
1.003,8.661e-06,p4664
0.558,2.439e-07,p4665
1.924,8.4e-06,p4666
1.725,8.665e-06,p4667
1.601,2.546e-06,p4668
1.292,3.798e-06,p4669
1.537,3.576e-06,p4670
1.395,2.783e-06,p4671
0.8479,9.404e-06,p4672
1.699,5.298e-06,p4673
0.529,8.96e-06,p4674
0.5719,5.865e-06,p4675
0.7249,9.266e-06,p4676
0.9433,6.721e-07,p4677
1.862,8.039e-06,p4678
1.77,6.329e-07,p4679
1.598,9.638e-06,p4680
1.314,8.85e-06,p4681
1.161,3.484e-06,p4682
0.5184,7.85e-07,p4683
1.552,6.542e-06,p4684
1.664,6.769e-06,p4685
0.5766,3.454e-07,p4686
1.776,5.831e-06,p4687
0.7453,4.473e-06,p4688
0.9813,3.064e-06,p4689
1.993,8.776e-07,p4690
1.568,2.622e-06,p4691
1.877,1.972e-06,p4692
1.291,2.179e-06,p4693
1.55,8.302e-06,p4694
1.016,6.649e-06,p4695
1.078,4.549e-06,p4696
1.702,4.588e-06,p4697
0.9597,6.443e-06,p4698
0.6234,1.436e-06,p4699
1.093,7.267e-06,p4700
1.067,3.773e-06,p4701
0.6696,6.779e-06,p4702
0.5039,2.832e-06,p4703
0.7564,5.266e-06,p4704
1.487,4.59e-06,p4705
1.171,8.942e-07,p4706
1.252,3.963e-06,p4707
1.968,7.87e-06,p4708
1.914,4.234e-07,p4709
1.876,1.58e-06,p4710
1.598,7.459e-06,p4711
0.5131,3.801e-07,p4712
0.6491,5.057e-06,p4713
1.869,7.873e-06,p4714
1.538,4.974e-06,p4715
1.62,8.945e-06,p4716
1.118,5.96e-06,p4717
1.989,8.922e-06,p4718
0.8191,6.6e-06,p4719
1.805,6.728e-06,p4720
1.623,7.552e-06,p4721
1.447,3.988e-06,p4722
1.329,1.909e-06,p4723
1.434,5.472e-06,p4724
1.254,7.577e-06,p4725
1.826,6.094e-06,p4726
0.7166,3.132e-06,p4727
1.038,9.214e-06,p4728
0.7958,6.087e-07,p4729
0.7036,7.374e-06,p4730
1.518,8.115e-06,p4731
1.364,4.705e-06,p4732
0.6615,5.588e-06,p4733
1.622,5.76e-06,p4734
0.6407,5.9e-06,p4735
0.6177,2.816e-06,p4736
1.318,9.2e-06,p4737
1.879,2.454e-06,p4738
1.473,9.374e-06,p4739
0.768,8.857e-06,p4740
1.752,6.155e-06,p4741
1.798,4.324e-07,p4742
1.697,9.852e-06,p4743
0.9255,6.307e-06,p4744
1.312,1.019e-06,p4745
1.678,1.12e-06,p4746
1.077,3.625e-06,p4747
1.107,4.236e-06,p4748
1.735,1.861e-06,p4749
1.307,1.893e-06,p4750
0.7801,7.491e-06,p4751
1.994,2.209e-06,p4752
0.9406,5.399e-06,p4753
1.416,3.664e-07,p4754
0.7609,6.904e-06,p4755
1.658,3.301e-06,p4756
1.215,8.611e-06,p4757
1.321,8.411e-06,p4758
1.317,1.288e-06,p4759
1.826,1.831e-06,p4760
1.872,6.141e-06,p4761
1.329,6.145e-06,p4762
1.219,9.129e-06,p4763
1.77,3.088e-06,p4764
1.468,7.436e-06,p4765
0.5537,5.793e-06,p4766
0.7683,2.26e-06,p4767
0.7747,6.996e-06,p4768
1.517,6.818e-06,p4769
1.979,3.901e-06,p4770
1.965,1.314e-06,p4771
1.091,1.559e-06,p4772
1.639,9.94e-07,p4773
1.458,1.442e-06,p4774
1.363,6.012e-06,p4775
0.8156,5.764e-06,p4776
0.964,6.91e-06,p4777
1.361,4.306e-06,p4778
0.5321,1.206e-06,p4779
1.389,9.079e-07,p4780
1.052,9.24e-06,p4781
1.024,6.939e-06,p4782
0.6618,7.541e-06,p4783
1.946,2.853e-06,p4784
0.7571,6.7e-07,p4785
1.671,4.24e-06,p4786
0.9908,1.765e-07,p4787
0.5728,7.554e-06,p4788
1.536,6.731e-06,p4789
1.222,1.136e-06,p4790
1.72,9.79e-06,p4791
1.886,9.298e-06,p4792
1.111,8.983e-07,p4793
1.972,6.447e-06,p4794
1.075,4.604e-06,p4795
1.817,1.826e-06,p4796
0.9736,3.651e-06,p4797
1.787,3.162e-06,p4798
0.8336,9.913e-06,p4799
0.9571,7.336e-06,p4800
1.958,4.106e-07,p4801
1.868,7.104e-06,p4802
1.486,8.202e-06,p4803
1.064,1.684e-06,p4804
0.8107,4.947e-06,p4805
1.528,1.542e-06,p4806
1.987,6.789e-06,p4807
1.852,3.331e-06,p4808
0.6992,6.098e-06,p4809
1.996,1.809e-06,p4810
1.545,7.894e-06,p4811
1.344,6.108e-06,p4812
1.027,4.091e-07,p4813
1.178,2.333e-06,p4814
1.01,7.399e-06,p4815
0.53,5.632e-06,p4816
1.531,6.127e-06,p4817
1.577,6.091e-06,p4818
0.562,7.75e-06,p4819
1.956,3.739e-06,p4820
1.364,1.227e-06,p4821
1.835,6.752e-06,p4822
1.719,9.283e-06,p4823
1.105,7.619e-06,p4824
1.945,7.705e-06,p4825
1.367,7.504e-06,p4826
1.207,5.573e-06,p4827
1.685,7.278e-06,p4828
1.208,9.12e-06,p4829
1.696,7.184e-07,p4830
1.807,4.017e-06,p4831
0.9799,4.681e-06,p4832
1.809,9.063e-06,p4833
1.443,8.019e-06,p4834
1.867,8.889e-06,p4835
1.611,5.251e-06,p4836
1.07,8.937e-06,p4837
1.796,6.876e-06,p4838
0.8039,7.904e-06,p4839
1.079,2.599e-06,p4840
1.018,6.25e-06,p4841
0.8339,1.003e-06,p4842
1.101,9.086e-06,p4843
0.8079,4.785e-06,p4844
0.6172,7.257e-06,p4845
0.8144,5.989e-06,p4846
1.416,3.87e-06,p4847
1.825,9.607e-06,p4848
1.105,5.32e-06,p4849
1.693,9.268e-07,p4850
0.9887,8.654e-06,p4851
0.9117,5.033e-06,p4852
0.9912,4.619e-07,p4853
1.313,4.16e-06,p4854
1.229,8.759e-06,p4855
1.599,3.348e-06,p4856
1.536,3.689e-06,p4857
1.259,8.33e-06,p4858
0.817,5.155e-07,p4859
0.8626,2.039e-06,p4860
1.924,4.166e-06,p4861
1.36,3.91e-06,p4862
1.681,3.948e-06,p4863
1.454,7.732e-06,p4864
0.8785,8.045e-06,p4865
1.648,8.516e-06,p4866
1.902,7.806e-07,p4867
1.897,8.132e-06,p4868
1.61,2.088e-06,p4869
0.8894,4.927e-06,p4870
0.5957,1.389e-06,p4871
0.645,7.76e-07,p4872
1.574,1.851e-06,p4873
1.435,3.427e-06,p4874
1.754,8.882e-06,p4875
1.2,3.021e-06,p4876
1.474,3.324e-06,p4877
1.663,3.889e-06,p4878
1.755,8.814e-06,p4879
1.659,9.328e-06,p4880
1.929,3.341e-06,p4881
0.6409,1.159e-06,p4882
1.128,5.228e-06,p4883
1.792,9.588e-06,p4884
0.7578,9.453e-07,p4885
1.751,2.03e-06,p4886
0.7949,2.071e-06,p4887
0.9714,2.155e-06,p4888
0.7253,7.325e-06,p4889
1.879,6.55e-06,p4890
1.527,3.267e-06,p4891
1.572,1.541e-06,p4892
0.7054,6.847e-06,p4893
1.604,8.136e-06,p4894
1.73,5.198e-06,p4895
1.588,3.474e-06,p4896
0.8956,9.753e-06,p4897
0.6721,9.097e-06,p4898
0.6084,9.478e-07,p4899
1.453,8.771e-06,p4900
1.901,5.523e-06,p4901
1.234,8.139e-06,p4902
0.7649,5.542e-06,p4903
1.979,3.888e-06,p4904
1.533,1.131e-06,p4905
1.705,5.959e-06,p4906
1.382,4.359e-06,p4907
1.222,4.923e-06,p4908
1.414,5.482e-06,p4909
1.883,9.244e-06,p4910
1.915,5.126e-06,p4911
1.102,5.878e-06,p4912
0.8719,7.069e-06,p4913
0.7638,6.673e-06,p4914
0.7915,4.088e-06,p4915
0.5139,6.21e-07,p4916
1.341,6.375e-06,p4917
1.925,1.447e-06,p4918
1.862,1.969e-07,p4919
1.765,4.987e-06,p4920
0.7785,4.593e-06,p4921
0.7101,4.038e-06,p4922
0.9155,3.684e-06,p4923
1.7,3.43e-06,p4924
1.203,6.899e-06,p4925
1.813,5.634e-06,p4926
1.599,6.293e-07,p4927
1.88,4.453e-06,p4928
1.748,9.406e-06,p4929
0.7504,4.826e-06,p4930
1.09,7.968e-06,p4931
1.875,5.621e-06,p4932
1.024,2.35e-06,p4933
1.645,6.701e-06,p4934
1.438,7.302e-06,p4935
1.438,4.272e-06,p4936
0.7762,5.269e-06,p4937
1.94,3.353e-06,p4938
1.213,3.735e-06,p4939
1.225,4.993e-06,p4940
0.6078,3.297e-06,p4941
0.8419,8.792e-06,p4942
1.946,7.014e-06,p4943
0.9252,4.748e-06,p4944
1.325,8.977e-06,p4945
1.571,9.94e-06,p4946
1.51,4.622e-06,p4947
1.452,3.994e-06,p4948
1.776,4.912e-06,p4949
0.6179,5.077e-06,p4950
1.207,3.27e-06,p4951
1.403,1.176e-06,p4952
0.8299,4.963e-06,p4953
1.848,6.989e-06,p4954
0.6688,2.744e-06,p4955
0.756,3.308e-07,p4956
1.354,4.135e-06,p4957
1.065,2.421e-07,p4958
1.058,5.15e-06,p4959
1.826,2.901e-06,p4960
1.584,5.773e-06,p4961
1.831,8.976e-06,p4962
1.121,1.087e-06,p4963
1.911,5.083e-06,p4964
0.5125,3.219e-06,p4965
1.659,5.717e-06,p4966
1.959,4.438e-06,p4967
1.251,7.44e-06,p4968
1.923,3.075e-06,p4969
1.643,2.64e-06,p4970
0.5596,3.804e-06,p4971
0.742,2.957e-06,p4972
1.575,6.429e-06,p4973
1.463,5.859e-06,p4974
1.398,3.454e-06,p4975
0.7635,4.192e-06,p4976
0.6772,7.131e-06,p4977
0.6415,4.104e-06,p4978
0.6359,3.432e-06,p4979
1.106,1.846e-06,p4980
1.695,3.451e-06,p4981
0.578,9.031e-06,p4982
0.5011,9.324e-06,p4983
1.775,4.74e-06,p4984
1.338,1.914e-06,p4985
1.946,7.92e-06,p4986
0.8387,6.052e-06,p4987
1.652,5.408e-06,p4988
1.208,5.772e-06,p4989
0.852,6.003e-06,p4990
1.66,3.791e-06,p4991
1.978,4.727e-06,p4992
0.7489,2.535e-06,p4993
0.5464,7.417e-07,p4994
0.6576,2.482e-06,p4995
0.9502,3.969e-07,p4996
0.5477,8.36e-06,p4997
1.865,8.659e-06,p4998
1.328,4.404e-06,p4999
1.606,1.907e-06,p5000
